instrument,timestamp_utc,open_price,high_price,low_price,close_price,record_timestamp_utc
LSE:MAG7,2025-09-17 10:55:00+00:00,34.89,34.89,34.71,34.71,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:00:00+00:00,34.83,34.83,34.83,34.83,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:05:00+00:00,34.75,34.75,34.73,34.73,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:10:00+00:00,34.9,34.92,34.9,34.92,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:20:00+00:00,34.97,34.97,34.97,34.97,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:25:00+00:00,34.85,34.85,34.85,34.85,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:30:00+00:00,34.85,34.85,34.75,34.75,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:35:00+00:00,34.73,34.73,34.7,34.7,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:40:00+00:00,34.68,34.68,34.56,34.57,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:45:00+00:00,34.61,34.61,34.61,34.61,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 11:55:00+00:00,34.79,34.79,34.79,34.79,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:00:00+00:00,34.79,34.82,34.79,34.82,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:05:00+00:00,34.78,34.78,34.78,34.78,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:10:00+00:00,34.76,34.76,34.76,34.76,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:15:00+00:00,34.79,34.93,34.79,34.93,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:25:00+00:00,34.99,35.0,34.92,35.0,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:30:00+00:00,34.97,34.97,34.95,34.95,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:40:00+00:00,35.0,35.0,34.95,34.95,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 12:50:00+00:00,34.91,34.91,34.91,34.91,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:00:00+00:00,35.0,35.0,35.0,35.0,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:05:00+00:00,34.89,34.89,34.89,34.89,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:10:00+00:00,34.91,34.91,34.91,34.91,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:30:00+00:00,34.87,35.09,34.3,34.3,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:35:00+00:00,34.3,34.3,33.71,33.71,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:40:00+00:00,33.7,33.96,33.66,33.96,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:45:00+00:00,33.89,34.13,33.75,34.05,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:50:00+00:00,34.24,34.24,34.0,34.0,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 13:55:00+00:00,34.0,34.0,33.82,33.82,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 14:00:00+00:00,33.66,33.71,33.63,33.7,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 14:05:00+00:00,33.81,33.81,33.8,33.8,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 14:10:00+00:00,33.85,33.85,33.83,33.83,2025-09-20 17:52:14
LSE:MAG7,2025-09-17 14:15:00+00:00,33.88,33.88,33.7,33.7,2025-09-20 17:52:14
